No,Judul,Genre,Penulis,Sinopsis,Tahun Terbit,Halaman,Rating,Mood Utama,Mood Pendukung1,Mood Pendukung2,Cover
202,The Let Them Theory,Self Improvement,Mel Robbins,"Let Them; Dua Kata Sederhana yang Akan Mengubah Cara Anda Berpikir tentang Seluruh Hidup Anda Kalau Anda mengalami kesulitan untuk mencapai tujuan, atau untuk merasa bahagia, masalahnya tidak terletak pada Anda. Masalahnya ada pada kekuasaan yang Anda berikan kepada orang lain. Di buku ini, Anda akan belajar betapa dua kata—Let Them—bisa membebaskan Anda. Bebas dari opini, drama, dan penilaian orang lain. Bebas dari lingkaran melelahkan untuk berusaha mengatur segala sesuatu dan semua orang di sekeliling Anda. Ada cara yang lebih baik untuk hidup. The Let Them Theory adalah metode terbukti yang akan mengajari Anda cara melindungi waktu dan energi, serta berfokus pada apa yang benar-benar berarti bagi Anda. Anda sudah menghabiskan terlalu banyak waktu mengejar persetujuan, mengatur kebahagiaan orang lain, dan membiarkan opini mereka menahan langkah Anda. Pelajari cara menyerahkan kekuasaan dan mulai menciptakan kehidupan tempat Anda menjadi yang utama—mimpi Anda, tujuan Anda, kebahagiaan Anda. Let Them adalah alat sederhana yang tak bisa berhenti dibicarakan oleh jutaan orang di seluruh dunia karena kemanjurannya. Cara tercepat untuk memegang kendali atas hidup Anda adalah dengan berhenti berusaha mengendalikan orang lain dan berfokus pada hal yang bisa Anda kendalikan: diri Anda. Dengan membiarkan orang lain menjalani hidup mereka, Anda pada akhirnya akan bisa menjalani hidup Anda.",2025,328,"4,01",Inspiring,Hopeful,Reflective,covers/the_let_them_theory.jpg
203,"Wild, Willing, and Wise",Self Improvement,Heatherash Amara,"Di kehidupan yang semakin penuh tekanan, banyak dari kita yang salah memahami tentang siapa diri kita sebenarnya. Kita menjalani hidup dengan jalan yang tidak selaras dengan hati, terus mencoba “menyesuaikan diri” alih-alih menyatu dengan kekuatan sejati di dalam diri. Buku ini hadir sebagai panduan yang membebaskan, relevan bagi siapa pun yang tengah mencari keutuhan batin dan arah hidup yang bermakna. HeatherAsh Amara memperkenalkan tiga energi utama dalam diri kita—Wild, Willing, dan Wise—sebagai kunci untuk memahami dan menyeimbangkan kehidupan kita. Energi Wild membawa kita pada kreativitas dan kelimpahan yang sering terlupakan, energi Willing menghidupkan keberanian untuk mengambil langkah, dan energi Wise mengajarkan kita untuk bersyukur dan menyerah pada kebijaksanaan yang lebih besar. Lewat gaya bertutur yang hangat dan membumi, ia mengajarkan kepada kita cara menyeimbangkan ketiga energi tersebut untuk menemukan kebebasan dan keselarasan batin. Buku ini bukan buku teori atau nasihat yang menggurui—melainkan teman seperjalanan yang mendampingi kita memahami luka, potensi, dan kekuatan sejati dalam diri. Mengajak kita menyelami perjalanan reflektif melalui cerita pribadi, kuis pemahaman diri, latihan-latihan sederhana, dan visualisasi yang bisa dilakukan di rumah. Sangat direkomendasikan bagi siapa saja yang ingin menyembuhkan diri, menemukan kembali kekuatan batin, dan menjalani hidup secara autentik.",2025,200,"4,39",Reflective,Hopeful,Inspiring,covers/wild_willing_and_wise.jpg
204,Untuk Kamu Anak Pertama,Self Improvement,catatan_ariesta,"Hai kamu, anak pertama yang tercipta untuk selalu tegar. Bagaimana kabarnya? Baik atau semoga lekas membaik? Sudah sembuh dari luka batin atau semoga lekas sembuh? Ternyata, menjadi anak pertama semenyakitkan itu, ya? Dengan sengaja, buku ini kutulis untuk kamu. Ya, kamu, anak pertama.",2025,136,4,"Heartwarming
",Reflective,Hopeful,covers/untuk_kamu_anak_pertama.jpg
205,Kecerdasan Emosional,Self Improvement,Daniel Goleman,"Apakah IQ adalah takdir? Ternyata tidak sebagaimana yang lumrah kita pikirkan. Gardner memperlihatkan mengapa orang yang ber-IQ tinggi mengalami kegagalan dan orang yang ber-IQ sedang menjadi sangat sukses. Penyebabnya adalah “kecerdasan emosional”, yang mencakup kesadaran diri dan kendali dorongan hati, ketekunan, semangat dan motivasi diri, empati, serta kecakapan sosial. Kecerdasan emosional merupakan ciri orang-orang yang menonjol dalam kehidupan nyata: mereka yang memiliki hubungan dekat yang hangat dan menjadi bintang di tempat kerja. Ini juga ciri utama karakter dan disiplin diri, altruisme, serta belas kasih—kemampuan-kemampuan dasar yang dibutuhkan bila kita mengharapkan terciptanya masyarakat yang sejahtera.",2009,486,"4,06",Inspiring,Reflective,Hopeful,covers/kecerdasan_emosional.jpg
206,The Principles Of Power,Self Improvement,Dion Yulianto,"Menjadi sosok yang berkuasa dan berpengaruh adalah keinginan banyak orang. Manusia merasa tidak berdaya ketika mereka tidak memiliki kuasa sehingga mereka akan melakukan apa pun untuk mendapatkan kekuasaan, atau setidaknya menjadi orang yang berpengaruh dan disegani. Kehidupan sehari hari menunjukkan bahwa mereka yang memiliki posisi tinggi cenderung lebih mudah hidupnya. Orang-orang menghormati mereka. Mereka mendapatkan prioritas pertama, serta pelayanan yang jauh lebih istimewa. Siapa yang tidak ingin? Kekuasaan memang terlalu menggoda untuk bisa ditolak. Sepanjang sejarah peradaban manusia, kita sudah membaca, melihat, mendengar, bahkan menyaksikan kekuasaan bergantian tumbuh dan jatuh. Intrik dan perebutan kekuasaan mewarnai hampir setiap pusat kekuasaan di seluruh dunia. Mulai dari istana kuno di Tiongkok dan Jepang, aula-aula megah di Romawi dan Yunani, gedung-gedung pemerintahan di Jerman dan London, istana-istana mewah di Prancis dan Italia, hingga padang rumput di Asia Tengah; semuanya menjadi saksi perebutan dan pergolakan kekuasaan.",2023,194,3,Reflective,Dark,Inspiring,covers/the_principles_of_power.jpg
207,Atomic Habits,Self Improvement,James Clear,"SEBUAH SISTEM REVOLUSIONER UNTUK MENJADI 1 PERSEN LEBIH BAIK SETIAP HARI Orang mengira ketika ingin mengubah hidup, Anda perlu memikirkan hal-hal besar. Namun, pakar kebiasaan terkenal kelas dunia James Clear menemukan cara lain. Ia tahu bahwa perubahan nyata berasal dari efek gabungan ratusan keputusan kecil—dari melakukan dua push-up sehari, bangun lima menit lebih awal, sampai menahan sebentar hasrat untuk menelepon. Ia menyebut semua itu atomic habits. Dalam buku terobosan ini, Clear pada hakikatnya mengungkapkan bagaimana perubahan-perubahan sangat remeh tersebut dapat mewujud menjadi hasil-hasil yang sangat mengubah hidup. Ia menyingkap beberapa trik sederhana dalam hidup kita (seni Menumpuk Kebiasaan yang terlupakan, kekuatan tak terduga Aturan Dua Menit, atau trik untuk masuk ke Zona Goldilocks), serta menggali teori psikologi dan neurosains termutakhir untuk menerangkan mengapa semua itu penting. Ia menceritakan kisah-kisah inspiratif para peraih medali emas Olimpiade, para CEO terkemuka, dan ilmuwan-ilmuwan istimewa yang telah menggunakan ilmu pengetahuan tentang kebiasaan-kebiasaan kecil untuk tetap produktif, termotivasi, dan bahagia. Perubahan-perubahan kecil ini akan mendatangkan pengaruh revolusioner pada karier, hubungan pribadi, dan hidup Anda.",2025,352,"4,31",Inspiring,Hopeful,Reflective,covers/atomic_habits.jpg
208,Menjadi: Seni Membangun Kesadaran tentang Diri dan Sekitar,Self Improvement,Afutami,"Kemampuan berpikir adalah sebuah perjalanan—bukan tujuan—yang sebagai konsekuensinya akan menumbuhkan pemahaman tentang diri, kemampuan memecahkan masalah secara lebih efektif, sikap terbuka terhadap pemikiran baru, hingga empati yang lebih baik dalam berhubungan dengan manusia lain. Lewat buku “Menjadi”, Afutami menawarkan peta jalan yang membantu penelusuran tersebut. Alih-alih menggurui, buku ini mengajak kita berkaca lewat perjalanan penulisnya dalam memproses disonansi dari berbagai paradoks kehidupan yang ditemuinya, mulai dari privilese dan ketimpangan, nasionalisme dan humanisme, hingga ekonomi dan lingkungan. Di akhir, Menjadi juga menawarkan opsi konkret untuk mengejawantahkan kemampuan berpikir tersebut ke dalam aksi dan kontribusi nyata. Harapannya, buku ini bisa menjadi teman dalam berproses dan penemuan-penemuan internal yang memerdekakan diri serta membantu membangun hubungan lebih sehat dengan sekitar.",2022,224,"4,44",Reflective,Hopeful,Inspiring,covers/seni_membangun_kesadaran_tentang_diri.jpg
209,This is How You Heal,Self Improvement,Brianna Wiest,"Perjalanan pulih diawali dengan terjadinya suatu peristiwa yang tak terduga—biasanya lewat kehilangan mendadak yang mengganggu proyeksi masa depan kita. Namun, sesungguhnya, proses pulih terjadi ketika kita memberi ruang bagi gangguan tersebut untuk membuka mata dari ketidaksadaran yang begitu dalam, melepaskan persona yang telah kita adaptasi, dan secara sadar kembali menyusun kebenaran sejati tentang siapa diri kita sebenarnya. ",2025,320,"4,19",Reflective,Hopeful,Sad,covers/this_is_how_you_heal.jpg
210,Belajar Merelakan,Self Improvement,Shunmyo Masuno,"Di tengah siklus berita, media sosial, surel, dan teks yang tiada henti, mungkin sulit mengetahui kapan, jika memang pernah, Anda dapat beristirahat dari segala hal yang menuntut perhatian. Buku ini menawarkan pesan radikal: Anda dapat membiarkan semua apa adanya, dan memang, terkadang hal terbaik yang dapat Anda pelajari adalah cara untuk tidak melakukan apa pun. ",2025,224,"3,49",Reflective,Heartwarming,Hopeful,covers/berani_merelakan.jpg
211,"100 Things I Wish I Knew Earlier",Self Improvement,Grace Tahir,"Pelajaran hidup di buku ini divisualisasikan melalui origami. Hidup adalah jalinan pengalaman yang rumit, seperti origami, ketika selembar kertas sederhana berubah menjadi kreasi yang menakjubkan melalui lipatan-lipatan yang cermat. Buku ini berfungsi sebagai panduan untuk menavigasi kompleksitas kehidupan, dengan menarik persamaan antara tantangan yang kita hadapi dan proses origami yang rumit. Sama seperti selembar kertas yang menahan rasa sakit karena dibentuk, kehidupan kita juga dibentuk oleh pengalaman yang mungkin menyakitkan, tapi sekaligus indah. *Terima Lipatan-lipatan itu. *Mulai dengan Fondasi yang Kuat. *Kesabaran adalah Kunci. *Beradaptasi dan Ubah. *Cari Bimbingan. *Rayakan Kemenangan Kecil. *Lepaskan Kendali. *Pentingnya Latihan. *Ciptakan Jalan Kita Sendiri.",2024,224,"4,53","Heartwarming
",Reflective,Hopeful,covers/100_things_i_wish_i_knew_earlier.jpg
212,Not a Cup of Sweet Life,Self Improvement,Rani Galuh,"Tidak semua teh diseduh dengan takaran yang tepat—ada yang terlalu pahit, hambar, atau kelewat manis hingga menusuk tenggorokan. Begitu pula hidup, hadir dalam rasa yang tak selalu bisa kita pilih. Ada kalanya hari terasa seperti air yang belum mendidih, ada kalanya pula terlalu panas hingga melukai. Dan di antara secangkir kehidupan yang kita miliki, terkadang segalanya dibiarkan mendingin, tanpa tahu apakah masih ada rasa yang bisa dinikmati esok hari.",2025,120,"3,17",Reflective ,Sad,Heartwarming,covers/not_a_cup_of_sweet_life.jpg
213,Ada Duka di Bawah Telapak Kaki Ibu,Self Improvement,Khairul Trian,"Bu, aku pulang. Membawa kegagalan sebagai buah tangan. Tubuhku tidak lagi utuh, tolong tetap diterima, ya, Bu. Sebab itulah sisa-sisa kepingan terakhir diriku yang bisa kuselamatkan. Rumahku masih bernama Ibu. Atap-atapnya masih usapan pelan di rambutku, yang di sela-selanya selalu terselip harapan untukku. Dan kali ini, aku pulangkan semua mimpimu atas hidupku, ya, Bu. Maaf, sebab aku tidak tumbuh sebaik itu. Belum sempat aku memberikan bahagia, tapi malah justru menambah lara. Maaf sudah menyiksamu dengan rindu, dan kepulanganku jadi hari yang selalu Ibu tunggu. Maaf langkahku terlalu jauh, sampai lupa Ibu sendiri bisa runtuh. Dan ternyata di balik langkah anak kecil yang sedang mengejar mimpinya itu, akan selalu Ada Duka di Bawah Telapak Kaki Ibu.",2025,200,"3,75",Sad,Heartwarming,Reflective,covers/ada_duka_dibawah_telapak_kaki_ibu.jpg
214,Jangan Nanti-Nanti - Kenapa Ditunda Kalau Bisa Sekarang,Self Improvement,"Hayden Finch, Phd","Melihat orang yang suka menunda pekerjaannnya, kita pasti akan langsung menilai, “Dasar pemalas!” Padahal, menurut ilmu psikologi, tidak semua penundaan semata-mata disebabkan oleh rasa malas. Ada banyak hal yang bisa jadi pemicu kebiasaan kita menunda-nunda sesuatu. Dalam buku ini, Hayden Finch, seorang psikolog yang sudah berpengalaman menangani ratusan pasien yang suka menunda, akan mengajak kita berkenalan lebih dalam dengan penundaan, faktor-faktor penyebabnya, sekaligus cara mengatasinya. Jadi, kalau bisa baca buku ini sekarang, kenapa harus ditunda?",2023,232,"4,04",Inspiring,Reflective,Hopeful,covers/jangan_nanti_nanti.jpg
215,Sejatinya Tidak Ada Cuaca Buruk,Self Improvement,Linda Akeson McGurk,"Sebagai seorang ibu baru yang tinggal di sebuah kota mungil di Indiana, Linda Åkeson McGurk yang lahir dan besar di Swedia perlahan menangkap perbedaan mencolok filosofi pengasuhan anak di tanah kelahirannya dengan yang berlaku di AS. Di Swedia, anak-anak bermain di alam terbuka sepanjang tahun, dan bayi-bayi dianjurkan untuk tidur siang di luar oleh para dokter, apa pun cuacanya. Namun di AS, McGurk mendapati taman-taman bermain yang sepi, dan anak-anak prasekolah justru dicekoki materi-materi akademis, alih-alih bergelantungan dengan riang di pepohonan. Di tengah kegundahan untuk memberi pengasuhan yang tepat, Linda kembali ke tanah kelahirannya dan menemukan betapa nilai-nilai Skandinavia seperti friluftsliv (hidup di alam terbuka) dan hygge (kenikmatan rumahan yang bersahaja) telah mengubah keluarganya secara positif. Menyajikan narasi personal yang ringan sekaligus menggugah para orang tua melalui berbagai inspirasi, Sejatinya Tidak Ada Cuaca Buruk berbagi tentang budaya Skandinavia yang menolong kita membesarkan anak yang lebih sehat, ulet, dan percaya diri.",2025,324,"4,11","Heartwarming
","Reflective
",Hopeful,covers/sejatinya_tidak_ada_cuaca_buruk.jpg
216,Finding Ikigai in My Journey,Self Improvement,Vita Wahid,"Ikigai adalah sebuah konsep hidup Jepang tentang menjalani kehidupan dengan penuh tujuan dan arti. Konsep tersebut beberapa tahun belakangan menjadi cukup popular di dunia. Sebagian orang mengartikan menjalani ikigai artinya bisa meraih kesuksesan dan kebahagiaan sejati dalam hidup. Padahal sebenarnya, ikigai sangat bisa dirasakan dalam keseharian tanpa perlu dikaitkan dengan sebuah pencapaian. Bahkan, dalam situasi hidup yang sedang tidak berpihak kepada kita, ikigai dapat membantu kita untuk tetap menjalani hidup dengan bermakna. ",2023,160,"4,29",Reflective,Hopeful,Heartwarming,covers/finding_ikigai_in_my_journey.jpg
217,Ada Kalanya: Catatan Menemukan Diri dari Kedai Kopi,Self Improvement,Aditya Siregar,"Terkadang kamu berubah karena ambisi. Terkadang kamu bertahan karena tak ingin kehilangan. Terkadang kamu mengejar ilusi karena sebuah penolakan. Semua itu bergumul di kepalamu, seperti instalasi lampu yang pecah di ruang tengah. Dan ketika itu terjadi, ada kalanya kamu harus pergi. Bukan menapaki kaki di gunung-gunung tertinggi. melainkan menyelam ke dalam diri sendiri. Oleh karena itu, mari berjalan beriringan, mencari kembali semua hal yang membuatmu menjadi seperti hari ini.",2023,144,"3,56",Reflective,Heartwarming,Hopeful,covers/catatan_menemukan_diri_dari_kedai_kopi.jpg
218,The Life Journey of Kachu & Moli: The Searching of Myself,Self Improvement,Roy Adimulyo,"Ternyata, perjalanan yang paling jauh dan melelahkan adalah perjalanan hidup kita. Namun dalam perjalanan ini, tujuan bukanlah hal yang terpenting, melainkan apa saja yang kita dapati selama menjalaninya hingga sampai di tujuan. Bersama Kachu dan kambing kecilnya, Moli, lewat buku ini kita diajak menelusuri jejak masa kecil dan betapa hal paling sederhana pun bisa dijadikan pedoman di kemudian hari. Berisi kumpulan renungan yang ditulis secara menyejukkan dengan ilustrasi kartun yang manis, buku ini cocok untuk kamu yang mau menengok masa kecil dan memetik pelajaran-pelajaran dalam perjalanan menuju kedewasaan. Manusia adalah makhluk yang begitu unik. Dengan akal budinya, manusia menciptakan budaya sekaligus mempertanyakannya. Hal inilah yang akhirnya menjadi sebuah paradoks: Sedemikian cerdasnya manusia sehingga mereka tidak mengetahui siapa diri mereka sesungguhnya. Mengapa mereka harus bergumul? Mengapa mereka harus khawatir? Mengapa mereka tidak bisa menguasai dirinya sendiri? Dan banyak hal lainnya yang tidak mudah untuk dijawab. Jawaban-jawaban tersebut mungkin juga tidak ditemukan di buku ini. Buku ini hanyalah cermin dari keunggulan sekaligus kerentanan hidup manusia modern. Dengan berbagai macam kemajuan teknologi dan budaya, manusia dianggap membuat suatu pencapaian. Namun dalam pencapaian tersebut akhirnya manusia pun harus sadar akan hakikat dirinya sendiri yang paling dasar. Semoga renungan sederhana di buku ini bisa membuka hati dan pikiranmu untuk tiba pada pencarian ke tahap selanjutnya karena hidup ini selayaknya proses pencarian/inner searching yang tidak berkesudahan. Selamat mencari!",2023,128,"3,86",Reflective,Heartwarming,Hopeful,covers/the_searching_of_myself.jpg
219,The Art Of Thinking Clearly,Self Improvement,Rolf Dobelli,"Apakah Anda: ● Pernah berniat memulai bisnis sesudah terinspirasi kisah sukses? ● Percaya ramalan dan prediksi para pakar di media? ● Merasa bahwa bertindak itu pasti lebih baik daripada diam saja? ● selalu membuat jadwal dan rencana sambil berharap bisa menepatinya? ● merasa bahwa sesuatu yang diyakini banyak orang benar itu pasti benar? Hati-hati! Mungkin Anda sedang terjebak dalam satu dari 99 sesat pikir dalam buku ini. Sesat pikir (fallacy) atau kekeliruan bernalar timbul karena otak kita aslinya berkembang di dunia zaman dulu yang amat beda dengan dunia sekarang. Agar dapat berpikir lebih jernih dan membuat keputusan lebih baik dalam dunia bisnis, kemasyarakatan. maupun kehidupan pribadi. Kenalilah ke-99 sesat pikir itu. ",2023,411,"3,85",Reflective,Inspiring,Suspenseful,covers/the_art_of_thingking_clearly.jpg
220,Bahagia Tanpa Tapi,Self Improvement,Jeong Moon Jeong,"Tak perlu sempurna untuk meraih kehidupan yang diidamkan. Bahagia tanpa tapi... mungkinkah? Hidup dalam masyarakat yang menetapkan standar tertentu sering menempatkan kita dalam posisi tak nyaman atau sulit. Baik dalam lingkup keluarga, sekolah, kerja, maupun pernikahan. Bagaimana kita bisa terluka karena membenci sesuatu tanpa alasan, penilaian timpang antara kewajiban pria dan wanita dalam rumah tangga, sulitnya unjuk gigi di kantor tanpa bimbingan atau kesempatan, serta keterbatasan gerak karena impitan ekonomi merupakan contoh kondisi tak mengenakkan yang mungkin kita hadapi. Melalui buku ini, Penulis yang bertransformasi dari gadis remaja yang merasa tak dicintai menjadi pekerja kantoran, atasan, dan seorang ibu, mengajak kita lepas dari ketidaknyamanan itu melalui cara-cara membumi dengan satu kunci: niat.  Penulis juga membagikan keberanian untuk keluar dari lingkungan tak sehat, kiat memupuk kepercayaan diri, serta memanfaatkan kekurangan sebagai kekuatan agar bisa meraih kehidupan yang kita idam-idamkan. Kata-kata lugas, ringan, tapi juga kaya rasa dalam buku ini akan merangkul Anda dalam kehangatan sekaligus memompa semangat untuk menjadi versi diri terbaik.",2023,234,"3,81",Inspiring,Heartwarming,Hopeful,covers/bahagia_tanpa_tapi.jpg
221,Tak Apa-Apa Tak Sempurna,Self Improvement,Brene Brown,"Di dalam buku terlaris menurut New York Times yang mengguncang ini, Dr. Brené Brown, mengajak kita untuk belajar tidak terlalu mencemaskan “apa yang orang lain pikirkan” tentang diri kita dan lebih mencintai diri sendiri. Dia mengajak kita untuk menjalani hidup dengan sepenuh hati, dengan merangkul kerapuhan dan kerentanan kita, serta menumbuhkan keberanian, belas kasih, dan keterhubungan. Dengan menjalani sepuluh tiang petunjuk kekuatan hidup yang dijalani dengan Sepenuh Hati—sebuah cara untuk terlibat dengan dunia dari posisi kepantasan-diri—akan membuka hidup kita menjadi lebih sehat, lebih bahagia, dan lebih bersyukur.",2024,248,"4,24","Heartwarming
",Hopeful,Reflective,covers/tak_apa_apa_tak_sempurna.jpg
222,"You Are Overthinking! Pada Dasarnya, Semua Akan Baik-Baik Saja",Self Improvement,Ratna Widia,"Overthinking bisa jadi hal yang sangat melelahkan. Ibarat mendorong meja yang terhalang dinding. Sia-sia dan tidak ada gunanya. Sama halnya ketika Anda memikirkan hal-hal secara berlebihan, banyak pertimbangan dan penuh dengan kecemasan. Apa yang Anda hadapi segalanya jadi terlihat seperti raksasa yang menghadang laju meja yang Anda dorong tadi. Bayangkan laju meja itu sebagai kehidupan Anda. Penulis ingin menyampaikan pesan tentang segala hal yang berhubungan dengan overthinking dari sudut pandang yang berbeda. Pembaca akan diajak untuk menikmati sebuah karya melalui perumpamaan-perumpamaan yang membuat Anda lebur kedalamnya hingga tercabik-cabik emosinya. Dibuat dengan penuh diksi, isi dan solusi. Pembaca akan melihat fenomena-fenomena overthinking dari segala sisi sehingga dapat dijadikan sebagai alat untuk antisipasi. Fenomena harian yang bisa pembaca dapatkan seperti, Berapa jumlah likes-ku ya? Siapa ya yang sudah komen? Upload foto apalagi ya biar feed jadi bagus? Kok chat-ku nggak di-read? Kok chat-ku cuma di-read aja? Kok dia nggak ngabarin sih? Dan masih banyak jenis fenomena overthinking lain yang pastinya membuat kalian akan manggut-manggut dan bicara dalam hati, ""Oh yeaa... ini gue banget nih!""",2020,220,"3,57",Reflective,Heartwarming,Hopeful,covers/you_are_overthinking.jpg
223,How To Heal Your Inner Child,Self Improvement,SIMON CHAPPLE,"Seorang anak yang pernah mengalami pengabaian emosional mungkin akan mengalami kesulitan untuk membentuk keterikatan yang kuat dan aman saat dewasa. Mereka mungkin merasa kosong, hampa, dan tidak berharga (atau malah terlalu penting), menilai diri sendiri dengan terlalu keras, dan berjuang melawan kecenderungan kecanduan (bisa minuman keras, makan, atau olahraga berlebihan). Jika ini menggambarkan diri Anda, berarti inner child Anda perlu dipulihkan. Pemulihan ini nantinya akan mengubah hidup Anda dan mengembalikan cinta, kasih sayang, dan keautentikan yang Anda butuhkan sebagai seorang anak, dan pantas Anda dapatkan sebagai orang dewasa. ",2023,376,"3,76","Heartwarming
",Reflective,Hopeful,covers/how_to_heal_your_inner_child.jpg
224,"Jujur, Ini Berat",Self Improvement,Khoirul Trian,"Semua orang gak harus paham sama kita. Dan memang bukan kewajiban orang lain buat mengerti keadaan kita. Jadilah perawat untuk dirimu sendiri. Pahami betul, bagian mana yang luka? Lalu sembuhkan sendiri, Caranya sama kok, kayak waktu kamu nyembuhin orang lain. Kamu pandai kan nyembuhin orang lain? Masa untuk nyembuhin diri sendiri gak bisa.",2022,192,"4,38","Heartwarming
",Hopeful,Reflective,covers/jujur_ini_berat.jpg
225,A Wakeup Call,Self Improvement,Adi K.,"Banyak orang yang sengaja mengabaikan perasaannya sendiri, menutupi masa lalu, atau memendam luka dan rasa bersalah yang berlebihan. Banyak pula orang yang seperti tidak ingin menerima kenyataan buruk yang terjadi pada dirinya. Kadang seseorang harus diingatkan agar tidak terlalu lama terjebak di masa lalunya. Sesekali waktu setiap orang juga harus dibangunkan dari tidurnya agar mulai menghadapi kenyataan dengan lebih logis dan realistis. Buku ini berisi catatan-catatan kecil pengingat diri sendiri untuk sembuh dan bertumbuh, serta menghadapi hidup dengan lebih kuat dan bijaksana.",2024,160,"2,83",Inspiring,Reflective,Heartwarming,covers/a_wakeup_call.jpg
226,Ketika Ayah Cinta dan Luka Anak Perempuannya,Self Improvement,Retno Ladyta,"Ayah, aku masih mengingat hari di mana kau membiarkanku berjalan dengan satu kaki sendirian. Aku berjalan ke arah yang entah ke mana titik tujuannya. Sudah tak ada lagi wadah untukku bercerita, tak ada lagi ruang istirahat untuk setiap lelahku, bahkan tak ada tempat untukku mengeluh. Tubuhku menelangsa terkoyak kejamnya dunia, Yah. Di kehidupan yang hanya sekali ini, kenapa Ayah membiarkanku berjalan sendirian? Kenapa Ayah diam saja melihatku terluka? Jika Ayah cinta dan luka anak perempuannya—mengapa aku lebih banyak merasakan lukanya? Bisakah Ayah membantuku menemukan makna cinta itu kembali? Tolong, Yah, sebenarnya aku sangat merindukanmu.Bahagia bermula dari perjalanan kembali mencintai diri sendiri.",2025,164,3,Sad,Heartwarming,Reflective,covers/ketika_ayah_cinta_dan_luka_anak_perempuannya.jpg
227,Solve It!: Mindset dan Tools Pemecah Masalah yang Smart,Self Improvement,Dietmar Sternad,"Apa kesamaan Albert Einstein, Elon Musk, Sherlock Holmes, dan Mahatma Gandhi? Mereka semua adalah para ahli dalam seni memecahkan masalah—keterampilan yang sangat dibutuhkan, namun juga dapat Anda pelajari! Dan di dalam buku ini, Anda akan menemukan cara mengasah kemampuan tersebut. Alat yang menuntun Anda meraih kesuksesan dalam pekerjaan dan juga kehidupan! Gunakan buku ini untuk membangun kekuatan Anda dalam memecahkan masalah dan meningkatkan kemampuan Anda untuk mengubah keadaan menjadi lebih baik! Buku ini memberikan temuan mengejutkan tentang ilmu pemecahan masalah. Berisi cara lengkap menerapkan strategi dan menggunakan alat pemecah masalah dengan: - Mengembangkan mindset pemecahan masalah - Pendekatan 5 langkah yang ampuh untuk memecahkan masalah yang paling sulit sekalipun - Inspirasi dari kisah-kisah para pemecah masalah yang sangat sukses - Pelajaran dari para pemecah masalah ahli seperti ilmuwan, dokter, desainer, pelatih, dan konsultan manajemen - Cara menerapkan alat pemecahan masalah dan pengambilan keputusan yang praktis sekarang juga.",2025,232,"4,03",Inspiring,Reflective,Hopeful,covers/mindset_dan_tools_pemecah_masalah_yang_smart.jpg
228,Lighter Lepaskan Sa Lalu Terhubung Dengan Masa Kini,Self Improvement,Yung Pueblo,"Sebuah buku yang penuh dengan belas kasih untuk berfokus ke dalam diri dan mengangkat beban yang menghalangi diri untuk pulih seutuhnya. -Cinta Diri (Self-Love) -Penyembuhan (Healing) -Melepaskan (Letting Go) -Kematangan Emosional (Emotional Maturity) yung pueblo bergulat menuju penyembuhan yang mendalam setelah terjebak dalam masalah yang menguasai tubuh dan pikirannya. Dalam perjalanannya mencari jalan keluar, ia menyadari kalau menghadapi kecemasan dan ketakutan yang selama ini dihindari telah membuatnya tidak lagi merasa asing dengan hati dan pikirannya. Setelah mulai bermeditasi dan mempercayai intuisinya, ia mulai merasakan mentalnya terasa lebih ringan dan rasa cinta mulai terpancar dari dirinya. Penyembuhan ini bukanlah perjalanan yang mudah, tapi bukan juga sesuatu yang tidak mungkin untuk dilakukan. Di buku Lighter, yung pueblo menunjukkan bagaimana kita semua bisa bergerak menuju penyembuhan masing-masing. Mulai dari mencintai diri sendiri hingga mencapai kematangan emosional. Jika beban berat dari masa lalu mulai terlepas satu per satu serta pikiran kita tidak lagi dipenuhi dengan berbagai tekanan sehingga bisa lebih terkoneksi dengan masa kini maka masa depan yang terbentang juga diharapkan bisa menjadi lebih cerah.",2023,320,"4,05","Heartwarming
",Hopeful,Reflective,covers/lighter_lepaskan_masa_lalu_terhubung_dengan_masa_kini.jpg
